termID,termName,termDesc,unitName,dataType,measurementScale,relatedTerms,dateSubmitted,dateAccepted,submittedBy
1705,groundwaterSpecCondConsistQF,"Specific Conductivity in groundwater quality flag for the consistency test, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
1706,groundwaterSpecCondSpikeQF,"Specific Conductivity in groundwater quality flag for the spike test, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
1707,groundwaterSpecCondMean,"Arithmetic mean of Specific Conductivity in groundwater in degrees celsius",microsiemensPerCentimeter,real,NULL,NULL,NULL,NULL,NULL
1708,groundwaterSpecCondMinimum,"Minimum Specific Conductivity in groundwater in degrees celsius",microsiemensPerCentimeter,real,NULL,NULL,NULL,NULL,NULL
1709,groundwaterSpecCondMaximum,"Maximum Specific Conductivity in groundwater in degrees celsius",microsiemensPerCentimeter,real,NULL,NULL,NULL,NULL,NULL
1710,groundwaterSpecCondVariance,"Variance in Specific Conductivity in groundwater in degrees celsius",microsiemensPerCentimeterSquared,real,NULL,NULL,NULL,NULL,NULL
1711,groundwaterSpecCondNumPts,"Number of points used to calculate the arithmetic mean of Specific Conductivity in groundwater in degrees celsius",number,real,NULL,NULL,NULL,NULL,NULL
1712,groundwaterSpecCondStdErMean,"Standard error of the mean for Specific Conductivity in groundwater in degrees celsius",microsiemensPerCentimeter,real,NULL,NULL,NULL,NULL,NULL
1713,groundwaterElev,"Elevation of groundwater",meter,real,NULL,NULL,NULL,NULL,NULL
1714,groundwaterElevExpUncert,"Expanded uncertainty for elevation of groundwater",meter,real,NULL,NULL,NULL,NULL,NULL
1715,groundwaterElevRangeQF,"Elevation of groundwater quality flag for the range test, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
1716,groundwaterElevPersistQF,"Elevation of groundwater quality flag for the persistence test, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
1717,groundwaterElevStepQF,"Elevation of groundwater quality flag for the step test, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
1718,groundwaterElevNullQF,"Elevation of groundwater quality flag for the null test, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
1719,groundwaterElevGapQF,"Elevation of groundwater quality flag for the gap test, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
1720,groundwaterElevConsistQF,"Elevation of groundwater quality flag for the consistency test, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
1721,groundwaterElevSpikeQF,"Elevation of groundwater quality flag for the spike test, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,"signed integer",nominal,NULL,NULL,NULL,NULL
1722,groundwaterElevMean,"Arithmetic mean of elevation of groundwater",meter,real,NULL,NULL,NULL,NULL,NULL
1723,groundwaterElevMinimum,"Minimum elevation of groundwater",meter,real,NULL,NULL,NULL,NULL,NULL
1724,groundwaterElevMaximum,"Maximum elevation of groundwater",meter,real,NULL,NULL,NULL,NULL,NULL
1725,groundwaterElevVariance,"Variance in elevation of groundwater",metersSquared,real,NULL,NULL,NULL,NULL,NULL
1726,groundwaterElevNumPts,"Number of points used to calculate the arithmetic mean of elevation of groundwater",number,real,NULL,NULL,NULL,NULL,NULL
1727,groundwaterElevStdErMean,"Standard error of the mean for elevation of groundwater",meter,real,NULL,NULL,NULL,NULL,NULL
1728,soilPRTResistance,"Resistance of soil deployed Platinum Resistance Thermometer (PRT) at temperature T",ohm,real,NULL,NULL,NULL,NULL,NULL
1729,rawCO2,"Raw CO2 concentration prior to application of the calibration or temperature, pressure, oxygen, and humidity compensations",partsPerMillion,real,NULL,NULL,NULL,NULL,NULL
1730,headspaceTemp,"Temperature in the sensor headspace",celsius,real,NULL,NULL,NULL,NULL,NULL
1731,errorStatus,"Error status of the sensor",NA,real,NULL,NULL,NULL,NULL,NULL
1732,trapType,"Type of trap from which a sample was collected",NA,string,NULL,NULL,NULL,NULL,NULL
1733,externalConductance,"Specific conductivity (auto-corrected to 25 degrees C) measured at the external lab",microsiemensPerCentimeter,real,NULL,NULL,NULL,NULL,NULL
1734,waterCarbonate,"Carbonate concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1735,waterBicarbonate,"Bicarbonate concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1736,externalANC,"Acid neutralizing capacity titration result from external lab in milligrams of Calcium Carbonate per liter",milliequivalentsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1737,waterCalcium,"Calcium concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1738,waterMagnesium,"Magnesium concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1739,waterSodium,"Sodium concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1740,waterPotassium,"Potassium concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1741,waterSulfate,"Sulfate concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1742,waterChlorine,"Chlorine concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1743,waterManganese,"Manganese concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1744,waterIron,"Iron concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1745,waterBromine,"Bromine concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1746,waterFluorine,"Fluorine concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1747,waterSilica,"Silica concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1748,totalSuspendedSolids,"Total suspended solids concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1749,totalSuspendedSolidsDryMass,"Dry mass of total suspended solids",microgram,real,NULL,NULL,NULL,NULL,NULL
1750,totalDissolvedSolids,"Total dissolved solids concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1751,waterNitrateAndNitriteN,"Nitrate plus nitrite concentration as milligrams Nitrogen per liter",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1752,waterNitriteN,"Nitrite concentration concentration as milligrams Nitrogen per liter",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1753,waterAmmoniumN,"Ammonium concentration as milligrams Nitrogen per liter",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1754,waterOrthophosphateP,"Orthophosphate concentration as milligrams Phosphorus per liter",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1755,waterTotalNitrogen,"Total nitrogen concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1756,totalDissolvedNitrogen,"Total dissolved nitrogen concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1757,dissolvedInorganicCarbon,"Dissolved inorganic carbon concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1758,dissolvedOrganicCarbon,"Dissolved organic carbon concentration",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1759,waterTotalOrganicCarbon,"Total organic carbon",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1760,waterTotalPhosphorus,"Total phosphorus",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1761,totalDissolvedPhosphorus,"Total dissolved phosphorus",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1762,totalParticulateCarbonMass,"Total particulate carbon as milligrams Carbon",milligram,real,NULL,NULL,NULL,NULL,NULL
1763,totalParticulateNitrogenMass,"Total particulate nitrogen as milligrams Nitrogen",milligram,real,NULL,NULL,NULL,NULL,NULL
1764,uvAbsorbance250,"Ultraviolet absorbance at 250nm reported per 1cm path length",NA,real,NULL,NULL,NULL,NULL,NULL
1765,uvAbsorbance284,"Ultraviolet absorbance at 284nm reported per 1cm path length",NA,real,NULL,NULL,NULL,NULL,NULL
1766,nitrateNitriteNRunID,"a linking value provided by the external lab that associates the nitrate plus nitrite to the run metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1767,nitriteRunID,"a linking value provided by the external lab that associates the nitrite to the run metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1768,nh4RunID,"a linking value provided by the external lab that associates the ammonium to the run metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1769,OrthoPRunID,"a linking value provided by the external lab that associates the orthophosphates to the run metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1770,tnRunID,"a linking value provided by the external lab that associates the total nitrogen to the run metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1771,tdnRunID,"a linking value provided by the external lab that associates the total dissolved nitrogen to the run metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1772,dicRunID,"a linking value provided by the external lab that associates the dissolved inorganic carbon to the run metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1773,docRunID,"a linking value provided by the external lab that associates the dissolved organic carbon to the run metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1774,tocRunID,"a linking value provided by the external lab that associates the total organic carbon to the run metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1775,tpcnRunDate,"A linking value provided by the external lab that associates the total carbon or total nitrogen to run date",NA,dateTime,NULL,NULL,NULL,NULL,NULL
1776,tpcnVolume,"Water volume used for total particulate carbon and nitrogen in milliliters",milliliter,real,NULL,NULL,NULL,NULL,NULL
1777,uvBatchID,"a linking value provided by the external lab that associates the ultraviolet absorbance to the batch metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1778,coolerTemp,"Temperature of the cooler when the sample arrived at the external lab",celsius,real,NULL,NULL,NULL,NULL,NULL
1779,externalLabMetadata,"The external lab's metadata",NA,string,NULL,NULL,NULL,NULL,NULL
1780,internalLabID,"Internal identifier used by the external facility",NA,string,NULL,NULL,NULL,NULL,NULL
1781,shipmentReceivedDate,"Date a sample was received",NA,dateTime,NULL,NULL,NULL,NULL,NULL
1782,receivedBy,"Anonymized name of lab personnel receiving the shipment",NA,string,NULL,NULL,NULL,NULL,NULL
1783,shipDate,"Date shipment sent by domain lab",NA,dateTime,NULL,NULL,NULL,NULL,NULL
1784,shipmentID,"Unique identifier associated with shipment",NA,string,NULL,NULL,NULL,NULL,NULL
1785,shipmentCondition,"The condition in which the shipment was received",NA,string,NULL,NULL,NULL,NULL,NULL
1786,waterCarbonNitrogenRatio,"Carbon to nitrogen ratio, calculated as TOC/TN",NA,real,NULL,NULL,NULL,NULL,NULL
1787,shipmentWarmQF,"Quality Flag for cooler arriving at external lab too warm (above 6 C)",NA,real,NULL,NULL,NULL,NULL,NULL
1788,shipmentLateQF,"Quality Flag for shipment arriving more than one day after shipment sent",NA,real,NULL,NULL,NULL,NULL,NULL
1789,belowDetectionQF,"Quality Flag indicating that at least one of the parameters in this record is below the method detection limit",NA,real,NULL,NULL,NULL,NULL,NULL
1790,totalParticulateCarbon,"total particulate carbon as milligrams Carbon per liter",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1791,totalParticulateNitrogen,"total particulate nitrogen as milligrams Nitrogen per liter",milligramsPerLiter,real,NULL,NULL,NULL,NULL,NULL
1792,externalRemarks,"External lab notes; free text comments accompanying the record",NA,string,NULL,NULL,NULL,NULL,NULL
1793,externalDuplicateRecordQF,"Quality Flag for duplicate record from external facility",NA,"signed integer",NULL,NULL,NULL,NULL,NULL
1794,analytesBelowDetection,"List of analytes that are below detection",NA,string,NULL,NULL,NULL,NULL,NULL
1795,idqQF,"Quality Flag for identification qualifiers assigned at a different rank than taxonID",NA,"signed integer",NULL,NULL,NULL,NULL,NULL
1796,rawIRImage,"Image captured in the infrared spectrum",NA,binaryFile,NULL,NULL,NULL,NULL,NULL
1797,rawRGBImage,"Image captured in the RGB color space",NA,binaryFile,NULL,NULL,NULL,NULL,NULL
1798,SHFVoltage,"Soil heat flux sensor voltage	",volt,real,NULL,NULL,NULL,NULL,NULL
1799,SHFCalHeaterFlag,"Calibration heater flag indicating whether the heater was operational to perform a self-calibration (0 = off, 1 = on)	",NA,real,NULL,NULL,NULL,NULL,NULL
1800,curVoltage,"Voltage across the current sensing resistor	",volt,real,NULL,NULL,NULL,NULL,NULL
1801,uploadDate,"Date the file was uploaded",NA,dateTime,NULL,NULL,NULL,NULL,NULL
1802,analyte,"Analyte or parameter measured",NA,string,NULL,NULL,NULL,NULL,NULL
1803,instrument,"Type of instrument used for the analysis",NA,string,NULL,NULL,NULL,NULL,NULL
1804,method,"Published method used for analysis",NA,string,NULL,"DWC_v2009-04-24:samplingProtocol [http://rs.tdwg.org/dwc/terms/history/index.htm#samplingProtocol-2009-04-24]",NULL,NULL,NULL
1805,methodModification,"Any remarks on modifications to published methods",NA,string,NULL,NULL,NULL,NULL,NULL
1806,methodDetectionLimit,"Detection limit for method used",NA,real,NULL,NULL,NULL,NULL,NULL
1807,analyteUnits,"Associated units of measure for analyte",NA,string,NULL,NULL,NULL,NULL,NULL
1808,precision,"Closeness of agreement between indications or measured quantity values obtained by replicate measurements on the same or similar objects under specified conditions",NA,real,NULL,NULL,NULL,NULL,NULL
1809,measurementUncertainty,"Parameter, associated with the result of a measurement, that characterizes the dispersion of the values that could reasonably be attributed to the measurant",NA,real,NULL,NULL,NULL,NULL,NULL
1810,internalLabName,"Name of internal laboratory or facility that is processing the sample",NA,string,NULL,NULL,NULL,NULL,NULL
1811,labSpecificStartDate,"Date a specific analyte, instrument, and associated method detection limit combination started",NA,dateTime,NULL,NULL,NULL,NULL,NULL
1812,labSpecificEndDate,"Date a specific analyte, instrument, and associated method detection limit combination ended",NA,dateTime,NULL,NULL,NULL,NULL,NULL
1813,rawSWCSalinity,"Raw measurement of soil water content and index of salinity",NA,real,NULL,NULL,2015-07-23,2015-08-18,"Edward Ayres"
1814,baroPressParticulateMass,"Barometric pressure measurements for proper pressure compensation to ensure constant flow rate	",millimetersOfMercury,real,NULL,NULL,2015-07-23,2015-08-18,"Hongyan Luo"
1815,flowRate,"Flow rate in cubic meters per hour",cubicMetersPerHour,real,NULL,NULL,2015-07-23,2015-08-18,"Hongyan Luo"
1816,corrAirVolume,"Accumulated sample air volume, corrected to standard conditions of temperature and pressure of 298 K (25 degrees C) and 101.3 kPa (760mm Hg)",cubicMeter,real,NULL,NULL,2015-07-23,2015-08-18,"Hongyan Luo"
1817,uncorrAirVolume,"Accumulated sample air volume, uncorrected ",cubicMeter,real,NULL,NULL,2015-07-23,2015-08-18,"Hongyan Luo"
1818,chamberTemperature,"Temperature of the wet deposition chamber",celsius,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1819,powerStatus,"Power status of the instrument (0=powered; 1=no power)",NA,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1820,lidStatusWetDep,"Lid status of the wet deposition collector (0=lid closed; 1=lid open)",NA,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1821,rawWaterCalcium,"Raw measurement of calcium concentration",milligramsPerLiter,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1822,rawWaterMagnesium,"Raw measurement of magnesium concentration",milligramsPerLiter,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1823,rawWaterPotassium,"Raw measurement of potassium concentration",milligramsPerLiter,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1824,rawWaterSodium,"Raw measurement of sodium concentration",milligramsPerLiter,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1825,rawWaterAmmonium,"Raw measurement of ammonium concentration",milligramsPerLiter,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1826,rawWaterNitrate,"Raw measurement of nitrate concentration",milligramsPerLiter,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1827,rawWaterSulfate,"Raw measurement of sulfate concentration",milligramsPerLiter,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1828,rawWaterPhosphate,"Raw measurement of phosphate concentration",milligramsPerLiter,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1829,rawPH,"Raw measurement of pH in water",pH,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1830,rawConductance,"Raw measurement of conductivity at ambient temperature",microsiemensPerCentimeter,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1831,wetDepChemicalWeightField,"Weight of the chemical constituent wet deposition sample as measured by NEON field technicians",gram,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1832,wetDepChemicalWeightLab,"Weight of the chemical constituent wet deposition sample as measured by the contracting laboratory	",gram,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1833,rawOxygen18,"Atmospheric oxygen 18 (isotope) as measured via wet deposition	",partsPerThousand,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1834,rawDeuterium,"Atmospheric deuterium as measured via wet deposition",partsPerThousand,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1835,wetDepIsotopeWeightField,"Weight of the chemical constituent wet deposition sample as measured by NEON field technicians	",gram,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1836,wetDepIsotopeWeightLab,"Weight of the isotopic wet deposition sample as measured by the contracting laboratory	",gram,real,NULL,NULL,2015-07-23,2015-08-18,"Josh Roberti"
1837,corPresTempQF,"Corrected pressure quality flag that assesses whether temperature measurements for correcting pressure were available (0=yes, 1=no)",NA,"unsigned integer",nominal,NULL,2015-08-19,2015-08-19,"Tim Meehan"
1838,corPresDewPtQF,"Corrected pressure quality flag that assesses whether dew point measurements for correcting pressure were available (0=yes, 1=no)",NA,"unsigned integer",nominal,NULL,2015-08-19,2015-08-19,"Tim Meehan"
1839,surfacePresTempQF,"Surface pressure (soil plot surface for terrestrial and water surface for aquatic sites) quality flag that assesses whether temperature measurements for correcting pressure were available (0=yes, 1=no)",NA,real,NULL,NULL,2015-08-19,2015-08-19,"Tim Meehan"
1840,surfacePresDewPtQF,"Surface pressure (soil plot surface for terrestrial and water surface for aquatic sites) quality flag that assesses whether dew point measurements for correcting pressure were available (0=yes, 1=no)",NA,real,NULL,NULL,2015-08-19,2015-08-19,"Tim Meehan"
1841,larvalTicksAttached,"Indicates whether larval ticks are observed on the captured individual",NA,string,NULL,NULL,2015-08-20,2015-08-20,"Kate Thibault"
1842,nymphalTicksAttached,"Indicates whether nymphal ticks are observed on the captured individual",NA,string,NULL,NULL,2015-08-20,2015-08-20,"Kate Thibault"
1843,adultTicksAttached,"Indicates whether adult ticks are observed on the captured individual",NA,string,NULL,NULL,2015-08-20,2015-08-20,"Kate Thibault"
1844,individualNid,"NEON unique identifier for an individual",NA,string,NULL,NULL,2015-08-20,2015-08-20,"Kate Thibault"
1845,setDateTime,"Date and time of the trap setting event",NA,dateTime,NULL,NULL,2015-09-14,2015-09-14,"Kim Tsao"
1846,collectDateTime,"Date and time of the collection event",NA,dateTime,NULL,NULL,2015-09-14,2015-09-14,"Kim Tsao"
1847,sampleTiming,"Timing of the sampling event with regard to the field season",NA,string,NULL,NULL,2015-09-14,2015-09-14,"Kim Tsao"
1848,numVialsSampleID,"Number of vials associated with a sampleID",number,"unsigned integer",NULL,NULL,2015-09-14,2015-09-14,"Kim Tsao"
